abil_skill_acidburstclose_name	酸液爆发
effect_eff_acidtileground_name	具现化酸液
effect_eff_antipodeflames_name	对映之焰
effect_eff_antipodeice_name	对映之冰
effect_eff_blazegrounddmg_name	炽烈爆炎
effect_eff_burning_name	着火
effect_eff_chaosstrike_name	混沌夯
effect_eff_delayedexp_name	延时爆炸
effect_eff_evokeiceshards1_name	寒冰碎片
effect_eff_firebarrier_name	防火屏障
effect_eff_floorspikesdmg_name	十字钉
effect_eff_heavysmash_name	粉碎重击
effect_eff_inferno_name	地狱
effect_eff_lavaburning_name	岩浆灼伤
effect_eff_phasmaburning_name	向量灼烧
effect_eff_poisonclouddmg2_name	毒气
effect_eff_poisonclouddmg_name	含毒污泥
effect_eff_reflectdamagemelee_name	反弹伤害
effect_eff_shadowknives_name	暗影小刀
effect_eff_shadowtile_name	具现化暗影
effect_eff_staticshock_name	静电冲击
effect_eff_tornadodamage_name	龙卷风
effect_eff_toxi_btxt	治疗效果下降！
effect_eff_venomousbite_name	洞穴钉刺
effect_eff_vineburst_name	藤蔓爆破
effect_eff_windshred_name	风之碎片
effect_electrifire_name	电气火灾
effect_elemdebuff_btxt	元素防御降低！
effect_escapeartist_attack_name	逃过攻击
effect_evokeacid2_btxt	防御力下降！
effect_evokepoison_btxt	中毒了！
effect_feralfighting_proc_name	兽牙戕
effect_flamingskinproc_name	皮肤灼伤
effect_flaskbuffapple_btxt	药瓶强化！
effect_frostspike_name	冰霜长矛
effect_frostspikeadd_btxt	反弹攻击
effect_gamblercurse_btxt	被诅咒！
effect_gamblerdarts_name	飞镖礼赞
effect_gambleremblem_cardtoss_name	扑克飞牌
effect_gamblerthreeofakind_btxt	超高速！
effect_gamblerwaterdarts_name	礼赞之镖
effect_harriershot_name	追猎射击
effect_healdampening_ondmg_add_name	治疗效果削弱
effect_highland_charge2_dmg_name	高地重踏
effect_homerun_impact_damage_btxt	粉碎吧！
effect_icebladedmg_name	寒冰匕首
effect_iceshard_name	冰晶碎片
effect_ignite_dmg_name	点燃
effect_infuse_apple	<color=yellow>苹果罐头</color>：效果持续时间增加1回合。
effect_infuse_basil	<color=#0cffe6>罗勒</color>：随时间恢复最大生命值的6%。
effect_infuse_caramel	<color=yellow>焦糖</color>：5回合内，每回合获得+4充能时间。
effect_infuse_citrus	<color=#40b843>柑橘</color>：5回合内提升10%攻击和防御。
effect_infuse_greenapple	<color=yellow>绿苹果</color>：5回合内提升15%闪避几率。
effect_infuse_schematist	<color=yellow>原理图</color>：非治疗瓶的治愈效果提升25%。
effect_infuse_tealeaf	<color=#40b843>茶叶</color>：随时间回复15点体力和能量。
effect_infuse_vanilla	<color=#0cffe6>香草</color>：立即恢复3%最大生命值。
effect_laserfieldgrounddmg_name	激光场
effect_lifesap_damage_name	生命活力
effect_lightningspeedbuff_btxt	闪避率上升
effect_lightningstorm1grounddmg_name	结晶闪电
effect_manabomb_dmg_name	魔法爆弹
effect_mildbleeddmg_name	流血
effect_mildvenomdmg_name	轻度毒液
effect_milk_btxt	力量上升！
effect_monevokeshadowdebuff_btxt	暗属性抗性降低！
effect_moonbeam_dmg_name	月光
effect_name_spikes	尖刺
effect_oakspike_thorns_name	橡木长矛
effect_partinggiftburst_name	别离赠礼
effect_player_tstorm_dmg_name	电闪雷鸣
effect_player_vinepulldmg_name	藤鞭抽击
effect_playercloakanddagger_name	障眼突刺
effect_playerthornskin_dmg_name	多刺藏
effect_potionbuffschematist_btxt	药水强化！
effect_ppexplodedmg_name	引爆
effect_procbolt25_name	天堂之雷
effect_procfire1_name	表面烧焦的武器
effect_procfire2_name	烤焦的武器
effect_procpoison1_name	锋锐的武器
effect_procpoison2_name	锈蚀的武器
effect_procshadow1_name	黯淡的武器
effect_procshadow2_name	可怕的武器
effect_procwaterspecial_name	冰爪
effect_psychic_fist_proc_name	通灵之拳
effect_reactiveexplosion_name	爆炸
effect_revenge_block_name	复仇
effect_rocksmash_name	碎岩猛击
effect_runic_crystal_burst_name	符文爆发
effect_shadowblade_name	暗影箭
effect_shadowmelddodge_btxt	闪避率提升！
effect_shock_mm_proc_dmg_mon_name	休克
effect_sludgeballdefdown_btxt	防御瓦解！
effect_spicybreath_damage_name	辛辣之息
effect_spinblade_name	旋转叶片
effect_spiritwalk_btxt	隐形！
effect_starshard_damage_name	星辰碎片
effect_swordmastery4_parrybuff_btxt	全力招架！
effect_thorndmg_name	尖刺
effect_thornskindmg_ranged_name	针刺还击
effect_tornadokick_name	旋风踢
effect_toxifiedproc_btxt	禁止治疗！
effect_tracked_selfdamage_name	弱点
effect_urchinspikes_name	海胆尖刺
effect_venombitdmg_name	剧毒之咬
effect_verse_challenges_addbuff_btxt	抛瓦！
effect_verse_elements_damage_name	元素打击
effect_vezak_poison_dmg_name	维扎克的毒药
effect_vine_poison_dmg_name	藤毒
ending_cutscene_text1	一个全新的世界……
ending_cutscene_text2	空气如此清新，\n水面闪耀着蓝色的光芒。
ending_cutscene_text3	我怎么也无法想到\n这里竟有如此美景。
ending_cutscene_text4	还有许多等待探索。\n我的冒险刚刚启程！
enraged_log	<color=red>^tag1^大吼！</color>
eq_armortype_heavy	重甲
eq_armortype_light	轻甲
eq_armortype_medium	中甲
eq_slot_accessory	配饰
eq_slot_accessory1	饰品1
eq_slot_accessory2	饰品2
eq_slot_accessory_plural	配饰
eq_slot_any	任意
eq_slot_armor	护甲
eq_slot_armor_plural	护甲
eq_slot_emblem	纹章
eq_slot_emblem_plural	纹章
eq_slot_offhand	副手
eq_slot_offhand_plural	副手
eq_slot_weapon	武器
eq_slot_weapon_plural	武器
error_cannot_save	<color=red>保存游戏时发生错误-请检查输出日志！</color>
error_corral_maxgroom	^tag1^已经做了全套<color=yellow>美容</color>啦！
error_occurred	<color=red>出现错误，请复制并保留output_log.txt</color>
error_saving_game	<color=red>保存时出错——确认\noutput.log！</color>
examine_monster_attitude_aggressive	好斗
examine_monster_attitude_curious	好奇
examine_monster_attitude_hostile	充满敌意
examine_monster_attitude_neutral	中立
examine_monster_attitude_stalking	跟踪
examine_monster_aura	光环
exp_jumpriver_jumpin	前往#cc#溪石水道#ec#
exp_jumpriver_no	留在这里
exp_jumpriver_text	这条河流向纷乱深渊附近已经废弃的#cc#溪石水道#ec#。\n\n我听说那里有着许多和#cy#雪松洞穴#ec#之中的#cy#不同种类的怪物#ec#，而且甚至有更多#cy#还未发现的宝藏#ec#！\n\n……但是这里大概也会更加#cr#危险#ec#。我应该跳进去吗？\n
exp_log_arrowbounce_shell	远程攻击被#cy#^tag1^#ec#的外壳反弹开，#cy#同时没有造成伤害#ec#！
exp_mapname_waterway	溪石水道
exp_mapname_waterway1	溪石水道（1F）
exp_mapobj_stump_name	残根
exp_mon_banebite_name	条纹灾祸噬咬者
exp_mon_berserker_panthox_name	疯狐
exp_mon_cannondrone_name	激光无人机
exp_mon_greenmantis_name	翡翠斩杀者
exp_mon_iceviper_name	极地响尾蛇
exp_mon_infernospirit_name	地狱之灵
exp_mon_saboteur_name	破坏者
exp_mon_scorpionturtle_name	硬壳攫夺者
exp_mon_scythemantis_name	击剑螳螂
exp_status_banepoison_name	诅咒剧毒
exp_status_scorpionsting_name	蝎刺
exp_status_weaponbreak_name	武器损坏
expansion2_promo	DLC龙之晨曦已经激活！
experience_abbreviation	经验值
familyname_bandits	强盗
familyname_beasts	猛兽
familyname_frogs	青蛙
familyname_hybrids	魔法
familyname_insects	昆虫
familyname_jelly	史莱姆
familyname_robots	机器人
familyname_snakes	蛇
familyname_spirits	魔灵
favorite_job	偏好职业
feat_entrepreneur_desc	获得更多金币，出售物品得到更多利润。
feat_entrepreneur_fname	商人
feat_fast learner_desc	学习技能时获得额外的职业点数
feat_fast learner_fname	快速学习
feat_food lover_desc	所有食物更美味且效果更好。
feat_food lover_fname	吃货
feat_intimidating_desc	怪物进攻性更小。
feat_intimidating_fname	闻风丧胆
feat_keen eyes_desc	查看信息时显示更详细的敌方资料。
feat_keen eyes_fname	敏锐目光
feat_lucid dreamer_desc	增加发现罕见道具之梦的几率。
feat_lucid dreamer_fname	清醒梦者
feat_notorious_desc	更多精英怪物将会出现，并寻找你。
feat_notorious_fname	臭名昭著
feat_quick step_fname	快步
feat_rager_desc	生命值低于50%时攻击力提高20%。
feat_rager_fname	狂怒
feat_scavenger_desc	获得更多（更好）的战利品。
feat_scavenger_fname	拾荒者
feat_thirst quencher_desc	使用回复药剂时获得更多治疗量。
feat_thirst quencher_fname	止渴
feat_toughness_desc	增加初始生命值，每升一级获得额外生命值。
feat_toughness_fname	坚固
final_battle_phase_2_part_1_pfb-phase-2-failed	我应该早点接近你。我应该在他们侵蚀了你的思想、蒙蔽了你的头脑之前，让你拜托溪石的那些#cr#粪便和垃圾#ec#。\n我和你应该一起来#cg#面对未来#ec#。然而你现在就是一个失去理智的#cr#野兽#ec#，还要阻止我拯救纷乱深渊。
final_battle_phase_2_part_1_pfb-phase-2-i-will-give-it-to-her	那么#cr#现在#ec#我就要实现我真正的目标了！\n这是……这是唯一的办法……
final_battle_phase_2_part_1_pfb-phase-2-i-will-give-it-to-herresponse_0	萨拉！停下！
final_battle_phase_2_part_1_pfb-phase-2-pay-debt	我们的使命？\n\n你是说去效命一个想要奴役我们的主人？\n\n我无法接受这种答案。如果我们的使命就是把自己奉献给纷乱深渊的话。
final_battle_phase_2_part_1_pfb-phase-2-second-thoughts	萨拉，我说过多少次了？你与纷乱深渊紧密相连，因为#cy#我们都是她的孩子！#ec#管理员需要我们，去维护和修理她，这样#cy#她#ec#才能保证森林的健康成长。这是我们的目标，也是我们的使命。\n但是，对你来说，这依然还是不够好吗？
final_battle_phase_2_part_1_pfb-phase-2-shara-enough	停！请你安静点……\n\n等等……这是……\n\n为什么我会受伤？为什么？
final_battle_phase_2_part_1_pfb-phase-2-shara-enoughresponse_0	我告诉过你……
final_battle_phase_2_part_1_pfb-phase-2-shara-enoughresponse_1	有其他想法了吗？
final_battle_phase_2_part_1_pfb-phase-2-start	难以置信！\n看看你现在变得多强。你的所有力量……\n我输给你了，#heroname#。
final_battle_phase_2_part_1_pfb-phase-2-supervisor-halp	物理ying件受损。4096个服wu器中21个未xiang应。CPU温du过高。\n识别xi统已关闭。\n系统故zhang。nei存泄漏。
final_battle_phase_2_part_1_pfb-phase-2-supervisor-halp-02	leng却剂泄漏。#cy#角色.萨拉#ec#\n#cy##角色.#heroname#ec#请断开对hua模块。\n请启动修复mo块。
final_battle_phase_2_part_1_pfb-phase-2-supervisor-halp-03	请qi动修复模块。\n请启动修fu模块。\n请启dong修复模块。qing启动修复模块。\n请启动修复模kuai。\n请启动xiu复模块。\n请启动修复mo块。
final_battle_phase_2_part_1_pfb-phase-2-threw-it-away	修复她？\n\n或许你没完全说错。或许她真的需要我的力量……
final_battle_phase_2_part_1_pfb-phase-2-you-monster	萨拉我告诉过你，她是我们的#cy#母亲#ec#！我们存在的意义就是为了找到她，#cy#修复#ec#她，让她还有纷乱深渊变得安全。\n这是我们的天赋，萨拉！#cy#这#ec#就是我们的目标。但是你把一切都毁了！
final_battle_phase_2_part_2_pfb-part-2-a-good-nights-rest	姐妹，你的冒险精神是一个传奇。\n\n即使现在，面对不可能通过的危险，你依旧勇敢的直面。你的勇气、力量还有智慧会给我未来的世界居民做一个好的榜样，我每天都会努力地去超越你的。\n\n
final_battle_phase_2_part_2_pfb-part-2-cape	萨拉，无论对于我们俩谁来说，这都是一段漫长而艰难的旅途。我们已经发现了如此多的隐藏真相，这使得我们陷入了极端，还有对于我们短暂生命来说过于多的战斗。\n\n但是，我需要你后退一步，看看你自己正在做些什么。\n\n你这样滥用能力并非明智之举。你是在放任你的能力支配你。\n\n
final_battle_phase_2_part_2_pfb-part-2-do-better	失败？\n\n你伤了她的心，弄坏了她的身体，还用她为你战斗！你消耗完了她的生命和希望，就像你对待与你相遇的其他人一样！\n\n我曾经认为你只是误入歧途，但我错了。你就是邪恶本身。\n\n我们的母亲为了纷乱深渊付出了所有。她用她的一切来阻止你，而我也一样！\n\n
final_battle_phase_2_part_2_pfb-part-2-fight-start-01	我知道没办法说服你罢手，但我总得试试。\n\n无论你现在变成什么可怕的形态，又或者你窃取了什么了不得的理论，我都会击败你，因为我是在为整个纷乱深渊而战！\n\n
final_battle_phase_2_part_2_pfb-part-2-let-her-rest	是我们辜负了她，萨拉。我们本应该去帮助她，但我们没有。\n\n纷乱深渊如今已经失去了引导，这是我们需要承担的责任。我和你需要让一切回归正轨。\n\n和我一起回下面吧。让我们的母亲好好休息，然后我们一起来寻找解决问题的办法。\n\n
final_battle_phase_2_part_2_pfb-part-2-rest-with-me	去管理员那，帮我完成#cy#完美的#ec#篝火储备的一部分，我们就能知道经过一夜休息后去做什么了。\n\n
final_battle_phase_2_part_2_pfb-part-2-she-failed	管理员#cy#滞留于此#。是为了引导我们。是为了帮助我们成长。\n成长，然后……\n她却失败了。她辜负了我们所有人！所有的这些力量又是为了什么呢？\n\n
final_battle_phase_2_part_2_pfb-part-2-she-failedresponse_0	总之，让她平静地休息吧。
final_battle_phase_2_part_2_pfb-part-2-she-failedresponse_1	这是你的错！
final_battle_phase_2_part_2_pfb-part-2-she-failedresponse_2	萨拉，请不要把我们的母亲当成你的垫脚石。
final_battle_phase_2_part_2_pfb-part-2-start	#heroname#。\n我的姐妹。\n你是对的。这种力量……\n\n
final_battle_phase_2_part_2_pfb-part-2-the-new-reality	请不要忘记我，姐妹。将要发生的事可能会让人不快，但那只是暂时的。\n\n对我要有信心。时机成熟后，我会让你回到我的身边，你会成为我们完美、自由的未来中的第一个人。但是现在，我需要你去休息。\n\n
final_battle_phase_2_part_2_pfb-part-2-this-power	管理员原本能做到这样的程度。#cy#我现在明白了#ec#。他几乎能做任何事。#cc#原能#ec#……对，现在一切都说得通了！\n在这最后一刻！\n\n
final_battle_phase_2_part_2_pfb-part-2-we-will-figure-it-out	一切都明了了。\n\n我知道你不理解，但是你仅仅是……\n\n对不起，姐妹。我现在能看到，能看到一切。纷乱深渊中我想要的一切都在我的掌握中。那一个由强大意志打造的美好未来！\n\n我会引领我们走向这个新的世界！\n\n
