abil_skill_acidburstclose_name	Estallido ácido
item_spice_nutmeg_extradesc	Potencia la defensa elemental un ^number1^ durante ^number2^ turnos (mínimo).
item_spice_rosepetals_desc	La mayoría de la gente regala rosas a sus parejas para demostrar su amor. Puede que sea porque tengo hambre, pero yo en vez de eso me pregunto qué podría cocinar con ellas.
item_spice_rosepetals_extradesc	Este plato sabe mejor si se comparte entre dos personas... o dos seres.
item_spice_rosepetals_name	Pétalos de rosa
item_spice_staranise_desc	El sabor del anís es muy especial. Los mercaderes pasaban de cuando en cuando por el pueblo, vendiendo largas cintas de regaliz anisado.
item_spice_staranise_extradesc	Potencia el daño elemental un ^number1^ durante ^number2^ turnos (mínimo).
item_used_single	Se usa una unidad de <color=yellow>^tag1^</color>.
item_weapon_2hsword1_desc	No puedo blandir una espada como esta con solo una mano ni en broma. ¡Pero si la hoja pierde su filo, la puedo usar como porra!
item_weapon_2hsword1_name	Claymore de hierro
item_weapon_2hsword2_desc	Como dice el refrán: «quien a hierro mata, al hierro quiere». O algo así, ¿no?
item_weapon_2hsword2_name	Nodachi
item_weapon_2hsword3_desc	Me pregunto cuántas espadas buenas tuvo que forjar el herrero antes de poder afirmar que esta era una gran espada.
item_weapon_2hsword3_name	Gran espada
item_weapon_2hsword4_desc	¡Vaya curva más cerrada! Me pregunto si alguna vez encontraré una que forme un círculo completo.
item_weapon_2hsword4_name	Sable curvo
item_weapon_2hsword5_desc	Juro que oigo voces cantando algún tipo de himno de guerra ancestral cuando blando esta espada. Y cuando me uno al coro, siento cómo suman su fuerza a la mía.
item_weapon_2hsword5_name	Espada del coloso
item_weapon_axe4_desc	Sigue sin gustarme la sangre, pero ahora sé que tengo una misión que cumplir. Y si tiene que haber sangre, no quiero que sea la mía.
item_weapon_axe4_name	Hacha sangrienta
item_weapon_axe5_desc	¿Cómo es posible que este metal siga estando candente? Metal, madera, piedra: lo hiende todo como si fuera agua. Increíble.
item_weapon_axe5_name	Cuchilla de magma
item_weapon_bandittome_desc	Un libro hecho no para leer, sino para golpear con él a la gente en la cabeza.
item_weapon_bandittome_name	Tomo grueso
item_weapon_basicslingshot_name	Tirachinas dañado
item_weapon_battleaxe_desc	Está claro que es obra de alguien que valoraba mucho su espacio personal. Con solo hacerla girar mientras grito, esta mala bestia aún podría hacer un gran trabajo.
item_weapon_battleaxe_name	Hacha de combate
item_weapon_bezocrossbow_desc	Dispara dardos letales, aunque su rango es un poco limitado. La favorita de todos los bandidos.
item_weapon_bezocrossbow_name	Ballesta de Bezo
item_weapon_bonedagger_desc	Se me puso la piel de gallina la primera vez que la cogí. Parece que la tallaron de un fémur y usaron una sutil magia oscura para mantener la hoja afilada y no quebradiza.
item_weapon_bonedagger_name	Daga de hueso
item_weapon_bow4_desc	Esta madera sigue estando viva. Aquí hay magia antigua, y también algo un tanto amenazador.
item_weapon_bow4_name	Arco frondoso
item_weapon_bow5_desc	¡No reconozco este metal o esta madera! No sé cómo, pero genera más fuerza que la que yo aplico al tensarlo. ¡Increíble!
item_weapon_bow5_name	Recurvo de mithril
item_weapon_brigandshank_desc	No me gusta hacer daño a quien no se lo merece, pero hay demasiada gente que piensa que puede aprovecharse de mí. Y no, no pueden.
item_weapon_brigandshank_name	Daga de bandolero
item_weapon_broadsword_desc	Una espada de verdad, por fin. En la aldea nunca pude permitirme una de estas, pero supongo que por fin me lo he ganado.
item_weapon_broadsword_name	Sable
item_weapon_claw0_desc	¿Se refieren a esto cuando hablan de luchar con uñas y dientes? Pues como no encuentre unas uñas y dientes más afilados pronto, voy a tener problemas.
item_weapon_claw0_name	Garras toscas
item_weapon_claw1_desc	Solo con cogerla me dan ganas de gritar: «¡Te voy a hacer papilla! ¡Con una espada! ¡Y en toda la cara!».
item_weapon_claw1_name	Katar
item_weapon_claw2_desc	¡Es como tener tres cuchillos en la mano! Cuando desgarro a mis enemigos con estas, me siento como una verdadera bestia salvaje.
item_weapon_claw2_name	Garras de hierro
item_weapon_claw3_desc	Desde luego, hay hojas curvas de todas las formas y tamaños. ¿Qué será lo próximo que se inventen?
item_weapon_claw3_name	Cestus cortante
item_weapon_claw4_desc	¡Sí que están afiladas! En manos de alguien menos experimentado, serían un peligro tanto para los monstruos como para su propio usuario.
item_weapon_claw4_name	Garras cimitarra
item_weapon_claw5_desc	Esto es lo más. No puedo ni imaginarme unas garras más afiladas o letales que estas. ¡Bestias salvajes de Tangledeep, arrodillaos ante vuestra nueva reina!
item_weapon_claw5_name	Tijeras demoníacas
item_weapon_club_desc	Me da igual que no sea elegante: es lo que necesito para trasladarles mi fuerza a aquellos que quieren hacerme daño. De momento, prefiero el enfoque directo.
item_weapon_club_name	Porra
item_weapon_crossbow2_desc	Un enfoque innovador para un diseño clásico. Tan ligera y cómoda de sostener: es como si estuviera hecha a medida.
item_weapon_crossbow2_name	Ballesta reforzada
item_weapon_crossbow3_desc	¡Un poco pesada, pero muy potente!
item_weapon_crossbow3_name	Ballesta de hierro
item_weapon_crossbow4_desc	Anda, esto es nuevo. Ayuda lo suyo a afinar la puntería. Siento como si estuviera haciendo trampas, pero las plantas espinosas de ahí fuera pueden disparar sus púas a 100 pasos, así que yo diría que estamos igualadas.
item_weapon_crossbow4_name	Balista
item_weapon_crossbow_desc	Cuando era más joven, siempre me costaba colocar las saetas en estas cosas. Es increíble lo fácil que me resulta ahora.
item_weapon_crossbow_name	Ballesta de madera
item_weapon_dagger4_desc	¿Esto es cristal oscuro? ¿Cómo es que no se está astillando y rompiendo por todas partes? Podría atravesar roble macizo con ella. ¿De qué estará hecha?
item_weapon_dagger4_name	Daga de obsidiana
item_weapon_dagger5_desc	Bello y terrible. Ese filo carmesí es tan afilado que te cortas con solo mirarlo. Fue concebido para asesinar.
item_weapon_dagger5_name	Colmillo de fénix
item_weapon_dirk_desc	Esta es un arma cruel, aunque supongo que acabar una lucha rápidamente es, en sí, un acto de piedad.
item_weapon_dirk_name	Puñal
item_weapon_fireslash_name	FireSlash
item_weapon_fists_desc	¡Mi propio sistema casero para poner ojos morados!
item_weapon_fists_name	Puños
item_weapon_flail_desc	Tengo que practicar un poco: no es fácil, pero puedo hacer bastante daño con estas púas, y también es muy útil para tirar cosas al suelo.
item_weapon_flail_name	Mangual
item_weapon_floramancersling_desc	Lo hice con cuatro ramas del primer árbol con el que fui capaz de estar en armonía. Nunca olvidaré a mi roble sagrado y no pienso decepcionarlo.
item_weapon_floramancersling_name	Bastón mágico
item_weapon_francisca_desc	Con esta obra maestra brutal puedo plantar cara yo sola a un buen número de enemigos. Ya no hay vuelta atrás.
item_weapon_francisca_name	Francisca
item_weapon_hammer_desc	Esta es una herramienta de guerrero, y esto es un combate. Romperé lo que haga falta: armaduras: caparazones, o incluso cabezas. Haré todo lo que sea necesario.
item_weapon_hammer_name	Martillo
item_weapon_handaxe_desc	En los meses fríos, me llenaba las manos de ampollas cortando leña con una de estas. Aunque valía la pena: asar dulces sobre la hoguera es mi tradición favorita.
item_weapon_handaxe_name	Hacha de mano
item_weapon_hookshot_desc	Hay infinidad de historias sobre el héroe Klink, pero a menudo se contradicen entre sí. ¿Era un jovenzuelo o era ya adulto? ¿Vivía en el bosque o en medio de un gran lago? Igual es mejor no comerse mucho la cabeza con los detallitos de esas leyendas...
item_weapon_hookshot_name	Gancho de Klink
item_weapon_hunterbow_desc	Confío en este arco más que en nada en el mundo. No es el más fuerte, y pronto tendré que jubilarlo, pero siempre será especial para mí.
item_weapon_hunterbow_name	Arco de cazador
item_weapon_javelin_desc	Probablemente esté hecha para ser lanzada, pero no creo que a los monstruos les apetezca ir a buscarla.
item_weapon_javelin_name	Jabalina
item_weapon_kick_desc	Estos pies están hechos para caminar, pero, en caso necesario, no se les da nada mal luchar.
item_weapon_kick_name	Patada
item_weapon_knife_desc	Está claro que alguna vez voy a acabar luchando cuerpo a cuerpo con alguna bestia babeante. Esto me vendrá genial entonces.
item_weapon_knife_name	Cuchillo
item_weapon_kunai_desc	Hmmm, tengo que cambiar un poco la forma de agarrarlo, ¡pero así mis ataques serán mucho más rápidos!
item_weapon_kunai_name	Kunai
item_weapon_leg_aetherscythe_desc	Tener en mis manos esta guadaña ennegrecida hace que se me enfríe todo el cuerpo, y eso a pesar de que la energía azul que emana de su filo es cálida al tacto.
item_weapon_leg_aetherscythe_name	Guadaña etérea
item_weapon_leg_antipodeblade_desc	Recuerdo haber leído una vieja teoría sobre la Savia que afirmaba que era posible generar energía a partir de la resonancia de dos opuestos en perfecto equilibrio. Esta espada es fuego y hielo a la vez, y, de alguna forma, se amplifican mutuamente. Una energía increíble, pero que se resiste a ser controlada. Esta espada es como una explosión inminente.
item_weapon_leg_antipodeblade_name	Filo de las antípodas
item_weapon_leg_blizzardbow_desc	Un aura gélida rodea este arco largo de color blanco y plata y convierte todas las fechas que lo tocan en esquirlas de hielo afiladas como navajas.
item_weapon_leg_blizzardbow_name	Arco tormentoso
item_weapon_leg_butterfly_desc	Estas armas trasmiten una cierta... tristeza. Cuando las cojo, puedo sentir que su dueño original no quería luchar; se vio obligado a hacerlo. Exactamente igual que yo…
item_weapon_leg_butterfly_name	Remordimiento de Kadino
item_weapon_leg_crystalspear_desc	Siempre nos decían que no debíamos correr cerca de los cristales de Tangledeep porque estaban peligrosamente afilados. Y ahora, verlos así, convertidos en un arma… No me queda más remedio que usarla.
item_weapon_leg_crystalspear_name	Empalador cristalino
item_weapon_leg_demongauntlet_desc	Una voz gutural y profunda me dice que me ponga este brazal. Cuando está cerca de mi mano, arde en llamas y se cubre de púas. Pero si intenta hacer que me golpee a mí misma, eso ya sería pasarse de la raya.
item_weapon_leg_demongauntlet_name	Brazal demoníaco
item_weapon_leg_doublebiteaxe_desc	Uno de los lados de esta hacha está completamente retorcido y deformado, mientras que el otro está absolutamente inmaculado.
item_weapon_leg_doublebiteaxe_name	Hacha de doble filo
item_weapon_leg_dragonlance_desc	Nuestras leyendas más antiguas hablan de unas criaturas llamadas dragones. A diferencia de las Salamandras de Tangledeep, se dice que eran tan antiguos como la tierra y el agua. También cuentan que eran tan poderosos que solo hubo un héroe legendario capaz de desafiar a uno de ellos, usando para ello una lanza imbuida de un poder desconocido. ¿Podría ser esta…?
item_weapon_leg_dragonlance_name	Vengadragones
item_weapon_leg_duskreaver_desc	Atreus fue un príncipe bandido, especializado en robar investigación mágica. Estaba siempre rodeado de una sombra antinatural, como si absorbiera la luz a su alrededor. Aprendió los secretos de cómo beberse la fuerza vital de otros, y esta terrible espada asesina era el foco de su poder. ¿Será el mismo poder que usa Shara para convertir a la gente en demonios sombríos? ¿Seré yo capaz de usar ese poder? No estoy segura de querer averiguarlo.
item_weapon_leg_duskreaver_name	El ladrón del crepúsculo
item_weapon_leg_gaelmyddaxe_desc	Gaelmydd se ganaba la vida protegiendo a investigadores y exploradores que se adentraban en Tangledeep para intentar desvelar los misterios de las antiguas máquinas. Decían que esta arma era perfecta para acabar con los aterradores monstruos de metal y soldados de plata escondidos en todas las viejas ruinas. Era mi cuento favorito a la hora de dormir. Luego pasaba la noche soñando con derrotar monstruos.
item_weapon_leg_gaelmyddaxe_name	Hacha de Gaelmydd
item_weapon_leg_greenhammer_desc	El caballero Caladarr era la quintaesencia de las más nobles virtudes: dedicó su ilustre vida a proteger a los débiles y hacer justicia con los villanos. Ahora que tengo su martillo en mis manos, espero ser capaz de seguir su ejemplo.
item_weapon_leg_greenhammer_name	Maza esmeralda
item_weapon_leg_harp_desc	La artesanía es tan mágica como las cuerdas cristalinas, pero el sonido que emite es absolutamente amenazador. Esto es un instrumento de guerra. ¿Significa eso que yo también lo soy?
item_weapon_leg_harp_name	Arpa del caos
item_weapon_leg_kalzarius_desc	Kalzarius fue un bravo guerrero fronterizo que nunca rechazó un combate. ¡Se dice que se enfrentó a Verdiosos completamente desarmado! Pero fue con su hacha con la que logró hacerse legendario. Todavía hoy hay mercaderes ambulantes que van por ahí vendiendo pellejos mohosos que, según ellos, fueron de su propiedad.
item_weapon_leg_kalzarius_name	Cazarrecompensas de Kalzarius
item_weapon_leg_leafbow_desc	Cada zarcillo de liana y cada hoja de este arco parecen ser extremadamente viejos, pero no están marchitos en absoluto. Al cogerlo, siento casi como si pudiera tocar la Savia que fluye por Tangledeep.
item_weapon_leg_leafbow_name	Furia de Gaia
item_weapon_leg_moonbow_desc	Este arco posee un aura sobrenatural. ¡Parece estar hecho de pura luz!
item_weapon_leg_moonbow_name	Arco de medialuna de Fade
item_weapon_leg_oakspear_desc	La madera retorcida de su asa procede de un árbol milenario, y la hoja del extremo está fosilizada.
item_weapon_leg_oakspear_name	Pica de roble vetusto de Toxin
item_weapon_leg_playingcards_desc	Esta baraja parece estar muy gastada… El dibujo es borroso y tiene como restos de barro y sangre pegados… ¡Au! ¡Y además, las cartas están muy afiladas! Seguro que su propietario llevaba una vida muy interesante.
item_weapon_leg_playingcards_name	Cartas marcadas de Rujasu
item_weapon_leg_ramirel_leftdagger_desc	Colarse en una cámara del tesoro fuertemente custodiada era lo más habitual para Paula, la Pícara. Según pasaba junto a guardias y monstruos por igual, esta daga dejaba a todo el mundo enmudecido. La blandía en la mano derecha, acompañada de otra daga en la izquierda.
item_weapon_leg_ramirel_leftdagger_name	Robaaliento de Ramirel
item_weapon_leg_ramirel_rightdagger_desc	Cuando las cosas no salían según lo planeado, Paula, la Pícara era tan rápida con esta daga como a la hora de salir corriendo. En un abrir y cerrar de ojos, desarmaba a sus atacantes y desaparecía. La blandía en la mano izquierda, acompañada de otra daga en la derecha.
