abil_skill_acidburstclose_name	Säurestoß
item_accessory_coif_desc	Passt besser, als ich dachte! Hoffentlich reibt die meine Ohren nicht wund.
item_accessory_coif_name	Haube
item_accessory_damageclaw_desc	Ich bin so weit gekommen, und die Feinde sind überall. Ich kann nicht länger gutmütig sein. So muss ich jetzt sein.
item_accessory_damageclaw_name	Klaue der Grausamkeit
item_accessory_fairychoker_desc	Wenn ich es um mein Hals lege, spüre ich ein Lachen aus der Ferne. Hören kann ich es nicht, aber ich fühle ganz deutlich, wie es mit mir lacht.
item_accessory_fairychoker_name	Halsband der Feen
item_accessory_firering_desc	<color=yellow>„Ich bin eins mit der Flamme, wir brennen gemeinsam mit der Wärme der Freude und der Brunst des Krieges.“</color> Ich mag es warm!
item_accessory_firering_name	Flammenring
item_accessory_giantgauntlet_desc	Das scheint alles andere als praktisch … die wiegt ja fast so viel wie ich!
item_accessory_giantgauntlet_name	Stulpe des Titans
item_accessory_glowtorch_desc	Mit einer Fackel fühle ich mich wie eine waschechte Erkunderin! Fallen und Schätze, nehmt euch in Acht!
item_accessory_glowtorch_name	Fackel
item_accessory_helmet4_desc	Wie intensiv er sich anfühlt. Ich kann beinahe die Grausamkeit der Soldaten spüren, die diese Helme getragen haben. Beim Kämpfen geht es ums Überleben, das darf ich niemals vergessen.
item_accessory_helmet4_name	Helm des Kriegers
item_accessory_holysymbol_desc	Wenn ich es trage, spüre ich, wie sich ein ruhiger, aber inniger Mut in mir verbreitet. Dann fühle ich mich hier draußen nicht mehr ganz so alleine.
item_accessory_holysymbol_name	Heiliges Symbol
item_accessory_hood_desc	Schützt mich einwandfrei vor Vogelmist … aber das war es dann auch schon.
item_accessory_hood_name	Kapuze
item_accessory_icering_desc	<color=yellow>„Ich bin eins mit der Welle, wir schwimmen gemeinsam mit der Ruhe des stillen Sees und dem Schrei des Kampfes.“</color> Geht klar!
item_accessory_icering_name	Frostring
item_accessory_judosash_desc	Ich dachte, dass er mich stören würde, aber mit diesem fließenden Stoff fühle ich mich ganz grazil. Cool!
item_accessory_judosash_name	Judogürtel
item_accessory_juggernaut_desc	Ich fühle mich UNBESIEGBAR!
item_accessory_juggernaut_name	Molochhelm
item_accessory_jumpboots_desc	Diese Stiefelchen haben was drauf! Laufen, springen, durch die Gegend ziehen … alles wird damit einfacher. Damit fühlt sich mein Rucksack leichter an, was bedeutet, dass mehr Käse reinpasst.
item_accessory_jumpboots_name	Springerstiefel
item_accessory_knightgloves_desc	Wenn ich sie trage, fühle ich mich so … offiziell? Wenn ich die Hände balle, spüre ich weit und breit Gerechtigkeit.
item_accessory_knightgloves_name	Ritterhandschuhe
item_accessory_leathercap_desc	Wenn ich mit Bogen und Klinge durch den Wald hüpfe, muss ich auch so aussehen.
item_accessory_leathercap_name	Ledermütze
item_accessory_leg_ascetic_orbs_desc	Darüber habe ich gelesen … Mönche haben die Obsidianorben Tag und Nacht poliert, bis sie vor resonanter Qi-Kraft nur so strotzen. Sie waren gefährlich, denn so viel Kraft um den Hals zu tragen, ist riskant – aber sich Tangledeep zu stellen, ist ja auch nicht ohne.
item_accessory_leg_ascetic_orbs_name	Asketen-Orben
item_accessory_leg_athyes_desc	Athyes, das rote Inferno. Seine Forschungen – und sein Wahnsinn – haben einen ganzen Forschungsbereich neu definiert. Dieses einfache Stück Stoff besitzt nur einen Bruchteil seiner Kräfte, und trotzdem mehr, als ich jemals auf einmal gefühlt habe.
item_accessory_leg_athyes_name	Athyes' Stirnband
item_accessory_leg_bigcirclet_desc	Das passt ja kaum auf meinen Kopf! Das würde bestimmt nicht mal Nando passen. Da steht was drauf … „S.G.D.“ Das steht für Supergroßes Diadem, oder?
item_accessory_leg_bigcirclet_name	Supergroßes Diadem
item_accessory_leg_blizzardtiara_desc	Diese strahlenden Saphire zieren eine wunderschöne weißgoldene Tiara. Doch das ist mehr als nur Schmuck – hier ist eine mächtige Magie am Werk.
item_accessory_leg_blizzardtiara_name	Eissturm-Tiara
item_accessory_leg_catears_desc	Das sind, äh, niedliche flauschige Katzenohren … auf einem Haarband … Ich wollte schon immer Katzenohren haben … HURRA! Wer auch immer das gemacht hat, ich liebe dich! Nyaaa!
item_accessory_leg_catears_name	Katzen-Haarband
item_accessory_leg_crystalring_desc	In der Nähe solcher Kristalle habe ich mich immer ganz entspannt und zufrieden gefühlt, als ob mir nichts passieren könnte. Wenn ich diesen Ring anziehe, fühle ich genau das.
item_accessory_leg_crystalring_name	Kristall-Ring
item_accessory_leg_denalind_desc	Denalind war ein legendärer Krieger, der lehrte, dass ein Gegner dir keinen Schaden zufügen kann, wenn du ihn sofort erledigst. Er stürmte in Monster und ist sie losgeworden, bevor sie überhaupt wussten, dass er da war. Also ich würde nicht sagen, dass man dann gar nicht mehr aufpassen muss, aber seine Ergebnisse lassen sich nicht leugnen.
item_accessory_leg_denalind_name	Denalinds Amulett
item_accessory_leg_draik_desc	Die Drachenflügel an diesem Anhänger aus Gold und Perlen sehen unglaublich echt aus. Es kommt mir fast vor, als ob er mich herausfordert, ihn anzuprobieren.
item_accessory_leg_draik_name	Draik'sches Wappen
item_accessory_leg_emerald_desc	Der Legende zufolge hat der Ritter Caladarr ein gefährliches Monster erledigt, für eine Hexe, die sich im Wald verlaufen hatte. Sie war so fasziniert von ihm, dass sie ein Amulett aus sattem Grün entworfen hat. Das sieht wirklich cool aus!
item_accessory_leg_emerald_name	Grüner Halsreif
item_accessory_leg_evileye_desc	Mich bringt so leicht ja nichts aus der Fassung, aber bei diesem Ring wird mir ganz mulmig. Er scheint mich permanent zu beobachten.
item_accessory_leg_evileye_name	Böses-Auge-Ring
item_accessory_leg_goldfingerring_desc	Wozu braucht man schon sorgfältiges Training, Erfahrung und Meisterung, wenn man stattdessen einfach reich sein kann …? Vielleicht sollte ich diesen Ring wirklich nicht zu oft tragen.
item_accessory_leg_goldfingerring_name	Ring von Midas
item_accessory_leg_jarinex_desc	Der Name „Jarinex“ taucht in vielen alten Sagen und Geschichten auf, doch seine Bedeutung ist nicht ganz klar. Er erscheint neben Runen, die „magisch“, „gräulich“ und womöglich „Schokolade“ bedeuten … Es besteht eine kleine Chance, dass das letzte Wort nicht ganz richtig ist.
item_accessory_leg_jarinex_name	Schleier von Jarinex
item_accessory_leg_kalzarius_desc	Hörner sind eigentlich nicht so mein Ding, aber ich muss schon zugeben, dass ich mich hierin sicher und entspannt fühle.
item_accessory_leg_kalzarius_name	Kalzarius' Hornhelm
item_accessory_leg_mirrors_desc	Ich kann mich darin gut erkennen, aber alles andere ist ein Mysterium. In meiner Reflektion sehe ich mich in einer endlosen Höhle, ohne Mauern, in tiefer Dunkelheit, mit Punkten, die in der Ferne glitzern. Kristalle vielleicht? Wo ist dieser Ort bloß, den diese Spiegel mir zeigen?
item_accessory_leg_mirrors_name	Armillarspiegel
item_accessory_leg_phoenix_desc	Davalimar wurde mit wunderbaren Federn geboren, die wie tobende Flammen aussahen. Sogar am Rande des Todes war er ein Naturtalent, was das Heilen Kranker angeht. Man glaubte, dass er dabei umgekommen ist, als er die Hilflosen während Athyes' Fatalem Pyroklasmus evakuieren wollte, doch er ist den Flammen auf unerklärliche Weise entkommen und war hinterher gesünder und jünger als zuvor.
item_accessory_leg_phoenix_name	Davalimars Phönix-Anhänger
item_accessory_leg_ramirel_desc	Die charakteristische Maske von Gabriele der Gaunerin machte sie fast unsichtbar. Sie erkundete, wann ihr lieb war, und bestahl die Reichen, ohne dass es jemand bemerkte.
item_accessory_leg_ramirel_name	Ramirels Maske
item_accessory_leg_ribbon_desc	Normalerweise gehe ich solchen Schleifen lieber aus dem Weg, aber hier spüre ich eine mächtige, steinalte Energie. Es gibt eben immer ein erstes Mal!
item_accessory_leg_ribbon_name	Zuckersüße Schleife
item_accessory_leg_rubymoon_desc	Der Rubin in der Mitte wurde mit größter Sorgfalt eingesetzt und sieht abgenutzt aus. Welche Art von Magie wohl darin ruht?
item_accessory_leg_rubymoon_name	Rubinsichel
item_accessory_leg_shard_desc	Ich kann spüren, wie es ganz sanft Flow aus dem Licht der Umgebung zieht und dann etwas davon mit mir teilt. Es resoniert, wenn ich nervös bin, und hilft mir, mich zu konzentrieren.
item_accessory_leg_shard_name	Der Splitter
item_accessory_leg_starhelm_desc	Diese Krone ist so opulent, sie sieht aus, als gehört sie in ein Märchen! Dort ist eine Inschrift, auf der „Agranor“ steht … er muss wahrlich legendär gewesen sein.
item_accessory_leg_starhelm_name	Strahlender Astrohelm
item_accessory_leg_stherge_desc	Wann immer Herge der Heilige in die Stadt gekommen ist, war das ein Grund, zu feiern. Sobald die Leute diesen unverwechselbaren Hut gesehen haben, sind sie losgerannt, um ihn zu begrüßen und sich Geschichten seiner jüngsten Abenteuer in Tangledeep anzuhören.
item_accessory_leg_stherge_name	Herges Dreispitz
item_accessory_leg_wildnaturering_desc	Er riecht nach Wald, und ich kann die Magie spüren, aber … dieser Zweig ist so winzig, dass er kaum über meinen Ringfinger passt. Ich will dir nicht wehtun, kleines Zweiglein, also sei bitte ganz stark und biegsam!
item_accessory_leg_wildnaturering_name	Band der Wilden Natur
item_accessory_manaseekerring_desc	Wenn ich mich entspanne, kann ich das Brummen in diesem Ring spüren … ganz sanft aber sicher führt er mich zu verborgenen Flow-Quellen.
item_accessory_manaseekerring_name	Ring des Manasuchenden
item_accessory_mechanist_desc	Ich habe schon gegen so viele dieser Metallmonster gekämpft, aber verstehen tue ich sie immer noch nicht. Das wird bestimmt helfen.
item_accessory_mechanist_name	Talisman des Mechanikers
item_accessory_neckresistfire_desc	Sie fühlt sich so kalt an, dass ich am liebsten die ganze Zeit einen dicken Pulli tragen würde. Aber immerhin kann ich die Magie nutzen.
item_accessory_neckresistfire_name	Kette der Unbrennbarkeit
item_accessory_neckresistpoison_desc	Wenn ich sie an meine Haut lege, kann ich fühlen, wie das Metall im gleichen Takt wie mein Herz schlägt. Sie steht im Einklang mit mir.
item_accessory_neckresistpoison_name	Kette der Unbestechlichkeit
item_accessory_necroband_desc	Ich bezweifle stark, dass irgendeine anständige Person, einen Ring aus solchen Knochen herstellen würde. Aber die Details auf diesem kleinen eingemeißelten Schädel sind einfach unglaublich!
item_accessory_necroband_name	Nekroring
item_accessory_noblecrown_desc	Ich kenne ein paar noble Familien, die in solchen Kronen herumspazieren, aber keine von ihnen hat sie sich so verdient wie ich.
item_accessory_noblecrown_name	Krone der Noblen
item_accessory_nordhelm_desc	In diesem Helm dröhnt das Echo einer alten Kraft, und manchmal kann ich, wenn ich rede, einen Chor von Champions neben mir singen hören.
item_accessory_nordhelm_name	Nords Helm
item_accessory_obsidianband_desc	Ich kann mir nicht erklären, wie man diesen dunklen Glasstein so perfekt in einen Ring verarbeiten konnte, aber er sieht wirklich schön aus.
item_accessory_obsidianband_name	Obsidianring
item_accessory_oceangem_desc	So ein tiefes Blau wie das dieses riesigen Kristallbrocken habe ich noch nie gesehen. Außerdem hört es sich ein bisschen so an wie rauschendes Wasser.
item_accessory_oceangem_name	Tiefseekristall
item_accessory_ohquiver1_desc	Vor Jahren habe ich mal im Ferienlager versucht, so einen selbst zu machen. Das Ergebnis hat ausgesehen wie ein superlanger Strumpf.
item_accessory_ohquiver1_name	Stoffköcher
item_accessory_ohquiver2_desc	Da steckt doch eine Wissenschaft dahinter, oder? Durch den glatten Innenstreifen zieht man die Pfeile ganz geschmeidig heraus. Nicht schlecht!
item_accessory_ohquiver2_name	Lederköcher
item_accessory_ohquiver3_desc	Wie eklig. Ringe, Messer … so was verstehe ich ja noch, aber ein Köcher? Aus Knochen?!? Da war jemand wirklich böse und wirklich gelangweilt.
item_accessory_ohquiver3_name	Knochenköcher
item_accessory_panpipes_desc	Ich bin ja wirklich nicht musikalisch veranlagt, aber ganz egal, was ich darauf spiele, es hört sich alles ganz wunderbar beruhigend an.
item_accessory_panpipes_name	Besänftigende Panflöte
item_accessory_poisonring_desc	<color=yellow>„Ich bin eins mit dem Verfall, wir tanzen gemeinsam mit der Wahrhaftigkeit der Entropie und dem Delirium des Untergangs.“</color> Äh … okay?
item_accessory_poisonring_name	Giftring
item_accessory_portalring_desc	Hätte ich so etwas nur früher gehabt! Ich hätte so viel Spaß haben können! Aber besser spät als nie.
item_accessory_portalring_name	Portalring
item_accessory_runningshoes_desc	Wem mache ich denn was vor? Ich werde sehr viel Zeit mit Weglaufen verbringen. Und diese Schuhe werden mir helfen.
item_accessory_runningshoes_name	Laufschuhe
item_accessory_shadowring_desc	<color=yellow>„Ich bin eins mit der Umbra, wir warten gemeinsam mit den Mysterien des Schattens und dem Terror des Nichts.“</color> Ooh, wie unheimlich!
item_accessory_shadowring_name	Nachtring
item_accessory_sheriffbelt_desc	Ich habe wirklich die Schnauze voll von Banditen, die meine Freunde belästigen. Zeit, ihnen eine Lektion zu verpassen.
item_accessory_sheriffbelt_name	Sheriff-Gürtel
item_accessory_shockring_desc	<color=yellow>„Ich bin eins mit den höheren Mächten, wir strahlen gemeinsam mit dem Funken des Lebens und dem Groll der Stürme.“</color> Schockierend!
item_accessory_shockring_name	Schockring
item_accessory_spectacles_desc	Eigentlich brauche ich keine Brille, aber diese hier ist etwas Besonderes. Sehr nützlich, und sie schmeichelt meinen Wangenknochen.
item_accessory_spectacles_name	Brille
item_accessory_spikedpauldrons_desc	Wer legt sich mit mir an, wenn ich diese coolen Teile trage? Vielleicht sollte ich noch ein paar Totenköpfe auf die Stacheln stecken!
item_accessory_spikedpauldrons_name	Stachelige Schulterstücke
item_accessory_sturdyboots_desc	Hatte ich vor meiner Reise nicht schon so ein paar eingepackt? Wie konnte ich das bloß vergessen! Na zum Glück bin ich jetzt versorgt!
item_accessory_sturdyboots_name	Robuste Stiefel
item_accessory_surestrikering_desc	Dieser Ring vibriert gegen die Bogensehne, wenn ich einen Pfeil ziehe, und die Zeit bleibt gerade lange genug stehen.
item_accessory_surestrikering_name	Ring der sicheren Treffer
item_accessory_topazearrings_desc	Sie sind ein winziger Schatz, aber die Magie in ihnen ist wirklich stark. Ob all der Schmuck der Uralten so mächtig war?
item_accessory_topazearrings_name	Topaz-Ohrringe
item_accessory_xpjpring_desc	Es ist so ein einfacher Ring – er besteht aus nicht mehr als geflochtenen Holzfasern. Und doch fühle ich mich nie wie eine echtere Heldin, als wenn ich in seiner Nähe bin.
item_accessory_xpjpring_name	Ring des Abenteurers
item_armor_goldmail_desc	Ich kann mich kaum bewegen und fühle mich so … prunkvoll. Traut euch nur, ihr Monster!
item_armor_goldmail_name	Goldpanzer
item_armor_greenvest_desc	Schichten magisch erhaltener Blätter wurden in dieses überraschend robuste Rüstungsstück eingearbeitet.
item_armor_greenvest_name	Waldweg-Wams
item_armor_heavyarmor1_desc	Die feinste Arbeit ist das ja nicht, aber ich bin froh, dass er dick genug ist, um mir die Monsterklauen vom Leib zu halten.
item_armor_heavyarmor1_name	Schienenpanzer
item_armor_heavyarmor2_desc	Diese Rüstung fühlt sich sicher und professionell an. Aufpassen muss ich trotzdem, aber meine Überlebenschancen sind stark gestiegen.
item_armor_heavyarmor2_name	Bebänderte Rüstung
item_armor_heavyarmor3_desc	Boah, das Teil ist unglaublich schwer und so massiv! Den Schutz brauche ich zwar, aber wenn das nur ein halber Panzer ist, wie kann sich dann irgendjemand in der kompletten Version bewegen?
item_armor_heavyarmor3_name	Halber Panzer
item_armor_heavyarmor4_desc	Wow, der hält echt was her! Ich hätte nie gedacht, dass Panzergelenke so flexibel sein könnten. Superschwer, aber viel beweglicher, als ich gedacht hätte.
item_armor_heavyarmor4_name	Ganzer Panzer
item_armor_ivorycloak_desc	Als ich noch jung war, habe ich eine ganze Serie von Büchern über einen Meister der Schwertkünste gelesen, der einen Elfenbeinmantel getragen hat. Ob das wohl …
item_armor_ivorycloak_name	Elfenbeinmantel
item_armor_leg_blizzardarmor_desc	Der schneeweiße Stoff dieses Mantels blendet einen fast beim Hinsehen, aber Schutz bietet er auf jeden Fall.
item_armor_leg_blizzardarmor_name	Eissturm-Mantel
item_armor_leg_crystalshield_desc	Ein Schwert gegen einen Kristall aus Tangledeep zu schwingen, fühlt sich schrecklich an. Man spürt die Resonanz im ganzen Körper – manche Leute werden dabei sogar ohnmächtig. Ich fühle mich ziemlich sicher, wenn ich dieses Teil schwinge.
item_armor_leg_crystalshield_name	Kristall-Schutz
item_armor_leg_dirtbeak_desc	Ha! Dieses dicke Huhn sollte besser aufpassen. Ich werde jedem Banditen, der mir über den Weg läuft, eine Lektion erteilen.
item_armor_leg_dirtbeak_name	Schmutzschnabels Ersatzrüstung
item_armor_leg_dragonscale_desc	Diese Rüstung ist komplett aus Drachenschuppen hergestellt. Ob die alle von ein und demselben Drachen sind? Wie viele Drachen gibt es wohl? Falls ich mal einen treffen sollte, hoffe ich wirklich, dass diese Rüstung ihn nicht sauer macht.
item_armor_leg_dragonscale_name	Drachenhaut-Rüstung
item_armor_leg_dungeonguide_desc	(Nebenhand) Dieses Buch ist bis obenhin vollgepackt mit Fakten und Wissen über Tangledeep. Wer hat das wohl geschrieben?
item_armor_leg_dungeonguide_name	Dungeon Digest
item_armor_leg_emeraldplate_desc	Ist das womöglich der sagenhafte Brustpanzer des Ritters Caladarr? In allen Geschichten wird er als Berg von einem Mann beschrieben, mit einer Rüstung so schwer wie er selbst, doch dieser Harnisch scheint genau meine Größe zu haben. In Legenden wird wohl immer etwas übertrieben.
item_armor_leg_emeraldplate_name	Grüner Harnisch
item_armor_leg_eyeshield_desc	Äh … ist das ein Schild aus Monsteraugen? Und bewegen die sich etwa noch?!? Ich kann kaum glauben, dass ich dieses Ding wirklich verwenden werde, und auf keinen Fall will ich jemals den treffen, der ihn hergestellt hat.
item_armor_leg_eyeshield_name	Aegis der 100 Augen
item_armor_leg_frostplate_desc	Hergon war bekannt dafür, dass er Wasser und Eis manipulieren konnte. Er hat tagelang in seinem Studio gefrorene Kunstwerke kreiert, und das Flow um ihn herum hat oft einfach so Luft und Schweiß in Rüstungen verwandelt. Für ihn waren das bloß glückliche Zufälle, und er ist als zufriedener alter Mann von dieser Welt gegangen, ohne jemals ein Schwert geschwungen zu haben.
item_armor_leg_frostplate_name	Hergons Frostpanzer
item_armor_leg_ilgorthmon_desc	Ilgorthmon, Diamantlacher. Er muss einfach hellseherische Fähigkeiten gehabt haben! Er konnte Kristalle und Mineralien tief in der Erde und von Weitem in gewundenen Höhlen aufspüren, so wie der Rest von uns ein Lagerfeuer riechen kaknn. Wenn er Wind von diesen Reichtümern bekommen hat, hat er zu kichern angefangen, und je näher er ihnen gekommen ist, desto heftiger musste er lachen. Zum Glück war er genauso gutherzig, wie er reich war, und dazu war er für sein Alter sehr gut gekleidet.
item_armor_leg_ilgorthmon_name	Ilgorthmons Mantel
item_armor_leg_kahandran_desc	Kahandran war der gefeierte Meister der Künste der friedlichen Faust. Seine Technik bestand allein darin, die Aggression seines Gegners gegen ihn zu verwenden, ohne dabei eigene Kräfte zu verwenden. In den hundert Jahren, die er lebte, hat er niemals einer anderen Person mit seinen eigenen Kräften Schaden zugefügt.
item_armor_leg_kahandran_name	Kahandrans Gewand
item_armor_leg_kalzarius_desc	Einer von Kalzarius' berühmten dicken Pelzen, exzellent verarbeitet von jemandem, der das sicher schon tausendmal zuvor gemacht hat.
item_armor_leg_kalzarius_name	Kalzarius' Brustschutz
