abil_skill_acidburstclose_name	酸の炸裂
dialog_weaponmaster_chat_spearmasteryintro2_txt	<color=yellow>ジョリト</color>: <color=yellow>槍</color>は離れた敵を貫ける、守備を兼ねた強力な武器だ。その<color=#40b843>奥義</color>は<color=yellow>中射程攻撃</color>に主眼が置かれている。\n\n2つ目の奥義は、パッシブ型の<color=#0cffe6>竜牙突き</color>だ。離れた敵にもフルダメージを与えられ、2マスに並んだ<color=yellow>複数の敵</color>を攻撃できる。\n。\n
dialog_weaponmaster_chat_spearmasteryintro3_btn_0	サソリ刺しを学ぶ（800 JP）
dialog_weaponmaster_chat_spearmasteryintro3_txt	<color=yellow>ジョリト</color>: <color=yellow>槍</color>は離れた敵を貫ける、守備を兼ねた強力な武器だ。その<color=#40b843>奥義</color>は<color=yellow>中射程攻撃</color>に主眼が置かれている。\n\n3つ目の奥義は、パッシブ型の<color=#0cffe6>サソリ刺し</color>だ。隣接する敵を時折、オートで攻撃する。\n
dialog_weaponmaster_chat_spearmasteryintro4_btn_0	決めたわ、<color=#0cffe6>ワルキューレ</color>を教えて！
dialog_weaponmaster_chat_spearmasteryintro4_txt	<color=yellow>ジョリト</color>: どうやらそなたは、<color=yellow>槍</color>の道に十分熟達したようだ。<color=#40b843>究極技</color>を覚える準備はよいか？ただし、よく考えて決断せよ。<color=#40b843>究極技</color>は<color=yellow>1つ</color>しか覚えられんからな。\n\n<color=#0cffe6>ワルキューレ</color>は広範囲（コーン状）の敵に大ダメージを与える技だ。近くの敵は押し飛ばされ、遠くの敵は足止めされる。\n
dialog_weaponmaster_chat_spearmasteryintro_btn_0	くし刺しを学ぶ（400 JP）
dialog_weaponmaster_chat_spearmasteryintro_txt	<color=yellow>ジョリト</color>: <color=yellow>槍</color>は離れた敵を貫ける、守備を兼ねた強力な武器だ。その<color=#40b843>奥義</color>は<color=yellow>中射程攻撃</color>に主眼が置かれている。\n\n1つ目の奥義は<color=#0cffe6>くし刺し</color>だ。付近の敵を攻撃して、別の場所へ動かせる。\n
dialog_weaponmaster_chat_staff_mastery_ultimate1_txt	<color=yellow>ジョリト</color>: <color=#0cffe6>マナボム</color>を学ぶ前に、利き手に<color=yellow>杖</color>を装備した状態で、<color=yellow>^tag1^体のチャンピオン</color>を打ち負かす必要がある。また、ランクが「<color=#79a2ab>いちころ</color>」の敵はカウントされぬから注意せよ。\n\nそなたは今までに<color=yellow>杖</color>を使って、<color=#40b843>^tag2^</color>体のチャンピオンを倒したようだ。修練を続けるがよい。\n
dialog_weaponmaster_chat_staff_mastery_ultimate_ready_btn_0	マナボムを学ぶ（1000 JP）
dialog_weaponmaster_chat_staff_mastery_ultimate_ready_txt	<color=yellow>ジョリト</color>: どうやら<color=yellow>杖</color>を使って、<color=yellow>^tag2^体のチャンピオン</color>を打ち負かしたか。今なら<color=#40b843>究極技</color>を教えてもよかろう。\n\nお主が覚えたいのは、この<color=#40b843>究極技</color>で<color=yellow>間違いない</color>か？<color=red>別の究極技は二度と学べんぞ</color>？\n
dialog_weaponmaster_chat_staffmasteryintro2_btn_0	理力の共鳴を学ぶ（700 JP）
dialog_weaponmaster_chat_staffmasteryintro2_txt	<color=yellow>ジョリト</color>: <color=yellow>杖</color>は精神や規律によって強化される、魔法使いの武器だ。近づいてくる敵の体力を削るのに向いている。その<color=#40b843>奥義</color>は<color=yellow>範囲攻撃</color>に主眼が置かれ、術者に呪文以外の選択肢を与えてくれる。\n\n2つ目の奥義は、パッシブ型の<color=#0cffe6>理力の共鳴</color>だ。エナジーを消費するたびに精神力が上昇するが、杖を外すと効果は失われてしまうぞ。\n
dialog_weaponmaster_chat_staffmasteryintro3_btn_0	フロウ吸収を学ぶ（800 JP）
dialog_weaponmaster_chat_staffmasteryintro3_txt	<color=yellow>ジョリト</color>: <color=yellow>杖</color>は精神や規律によって強化される、魔法使いの武器だ。近づいてくる敵の体力を削るのに向いている。その<color=#40b843>奥義</color>は<color=yellow>範囲攻撃</color>に主眼が置かれ、術者に呪文以外の選択肢を与えてくれる。\n\n3つ目の奥義は、パッシブ型の<color=#0cffe6>フロウ吸収</color>だ。時折元素ダメージを吸収して、エナジーに変換する。\n
dialog_weaponmaster_chat_staffmasteryintro4_btn_0	決めたわ、<color=#0cffe6>マナボム</color>を教えて！
dialog_weaponmaster_chat_staffmasteryintro4_txt	<color=yellow>ジョリト</color>: どうやらそなたは、<color=yellow>杖</color>の道に十分熟達したようだ。<color=#40b843>究極技</color>を覚える準備はよいか？ただし、よく考えて決断せよ。<color=#40b843>究極技</color>は<color=yellow>1つ</color>しか覚えられんからな。\n\n<color=#0cffe6>マナボム</color>は広範囲に地雷原を出現させる技だ。ワナを踏んだ敵は、精神力に応じて大ダメージを受ける。\n
dialog_weaponmaster_chat_staffmasteryintro_btn_0	理力の暴発（400 JP）
dialog_weaponmaster_chat_staffmasteryintro_txt	<color=yellow>ジョリト</color>: <color=yellow>杖</color>は精神や規律によって強化される、魔法使いの武器だ。近づいてくる敵の体力を削るのに向いている。その<color=#40b843>奥義</color>は<color=yellow>範囲攻撃</color>に主眼が置かれ、術者に呪文以外の選択肢を与えてくれる。\n\n1つ目の奥義は<color=#0cffe6>理力の暴発</color>だ。敵の群れを遠くから攻撃し、自身のエナジーが少ない時ほど大ダメージを与える。\n
dialog_weaponmaster_chat_sword_mastery_ultimate1_txt	<color=yellow>ジョリト</color>: <color=#0cffe6>天空飛翔斬</color>を学ぶ前に、利き手に<color=yellow>剣</color>を装備した状態で、<color=yellow>^tag1^体のチャンピオン</color>を打ち負かす必要がある。また、ランクが「<color=#79a2ab>いちころ</color>」の敵はカウントされぬから注意せよ。\n\nそなたは今までに<color=yellow>剣</color>を使って、<color=#40b843>^tag2^</color>体のチャンピオンを倒したようだ。修練を続けるがよい。\n
dialog_weaponmaster_chat_sword_mastery_ultimate_ready_btn_0	天空飛翔斬を学ぶ（1000 JP）
dialog_weaponmaster_chat_sword_mastery_ultimate_ready_txt	<color=yellow>ジョリト</color>: どうやら<color=yellow>剣</color>を使って、<color=yellow>^tag2^体のチャンピオン</color>を打ち負かしたか。今なら<color=#40b843>究極技</color>を教えてもよかろう。\n\nそなたが覚えたいのは、この<color=#40b843>究極技</color>で<color=yellow>間違いない</color>か？<color=red>別の究極技は二度と学べんぞ</color>？\n
dialog_weaponmaster_chat_swordmasteryintro2_btn_0	盲目返しを学ぶ（700 JP）
dialog_weaponmaster_chat_swordmasteryintro2_txt	<color=yellow>ジョリト</color>: <color=yellow>剣</color>は攻防に役立つ柔軟な武器だ。その<color=#40b843>奥義</color>は<color=yellow>攻撃と受け流し</color>に主眼が置かれ、体勢とバランスを保ちつつ敵を切り刻むことができる。\n\n2つ目の奥義はパッシブ型の<color=#0cffe6>盲目返し</color>だ。攻撃を受け流した際、敵の<color=yellow>目をつぶす</color>ことができる。\n
dialog_weaponmaster_chat_swordmasteryintro3_btn_0	死の報復を学ぶ（800 JP）
dialog_weaponmaster_chat_swordmasteryintro3_txt	<color=yellow>ジョリト</color>: <color=yellow>剣</color>は攻防に役立つ柔軟な武器だ。その<color=#40b843>奥義</color>は<color=yellow>攻撃と受け流し</color>に主眼が置かれ、体勢とバランスを保ちつつ敵を切り刻むことができる。\n\n3つ目の奥義はパッシブ型の<color=#0cffe6>死の報復</color>。カウンター攻撃の<color=#40b843>威力が倍増する</color>技だ。\n
dialog_weaponmaster_chat_swordmasteryintro4_btn_0	決めたわ、<color=#0cffe6>天空飛翔斬</color>を教えて！
dialog_weaponmaster_chat_swordmasteryintro4_txt	<color=yellow>ジョリト</color>: どうやらそなたは、<color=yellow>剣</color>の道に十分熟達したようだ。<color=#40b843>究極技</color>を覚える準備はよいか？ただし、よく考えて決断せよ。<color=#40b843>究極技</color>は<color=yellow>1つ</color>しか覚えられんからな。\n\n<color=#0cffe6>天空飛翔斬</color>は戦場を駆け抜けると同時に、短時間、受け流し率を限界まで高められる技だ。ダッシュに接したすべての敵は次のターン、深刻な傷を負う。\n
dialog_weaponmaster_chat_swordmasteryintro_btn_0	十字斬りを学ぶ（400 JP）
dialog_weaponmaster_chat_swordmasteryintro_txt	<color=yellow>ジョリト</color>: <color=yellow>剣</color>は攻防に役立つ柔軟な武器だ。その<color=#40b843>奥義</color>は<color=yellow>攻撃と受け流し</color>に主眼が置かれ、体勢とバランスを保ちつつ敵を切り刻むことができる。\n\n最初の奥義は<color=#0cffe6>十字斬り</color>だ。付近の敵4体までを一度に攻撃し、ヒット数に応じて受け流し率が上昇する。\n
dialog_weaponmaster_chat_tryjobtrial_btn_1	始める前に他に知っておくことは？
dialog_weaponmaster_chat_tryjobtrial_inprogress_txt	<color=yellow>ジョリト</color>: そなたの<color=#40b843>^$getstring:playerjob$^のジョブエンブレム</color>は、<color=yellow>ティア^$getstring:emblemtier$^</color>に到達した。<color=#40b843>^$getstring:emblemjpcost$^</color> JPを払って次の試練に挑み、さらに強化することができよう。試練が始まる前にステータスは全快される。\n\nこうした<color=#40b843>試練</color>では、他のジョブで学んだスキルは<color=red>一切使用できない</color>。<color=#40b843>^$getstring:playerjob$^</color>のものではない<color=yellow>パッシブスキルや奥義はすべて、先に外しておく</color>ことが肝要だ。\n\n試練中は<color=yellow>少量の回復の小びん</color>を与えられ、<color=yellow>限られた数</color>の消耗品しか使うことができない。\n
dialog_weaponmaster_chat_tryjobtrial_maxed_txt	<color=yellow>ジョリト</color>: そなたは現ジョブの<color=yellow>真の達人</color>となった。他のジョブに転職して試練に挑んでもよいが、このジョブに関して、それがしが教えられることはもう何もない。\n
dialog_weaponmaster_chat_tryjobtrial_txt	<color=yellow>ジョリト</color>: <color=#40b843>^$getstring:playerjob$^のジョブエンブレム</color>を勝ち取るには、<color=#40b843>^$getstring:emblemjpcost$^</color> JPを支払って、第一の<color=yellow>ジョブの試練</color>に挑まねばならない。試練が始まる前にステータスは全快される。\n\nこうした<color=#40b843>試練</color>では、他のジョブで学んだスキルは<color=red>一切使用できない</color>。<color=#40b843>^$getstring:playerjob$^</color>のものではない<color=yellow>パッシブスキルや奥義はすべて、先に外しておく</color>ことが肝要だ。\n\nまた、<color=yellow>ペット</color>は牧場に置いていきたまえ。\n\n試練中は<color=yellow>少量の回復の小びん</color>を与えられ、<color=yellow>限られた数</color>の消耗品しか使うことができない。\n
dialog_weaponmaster_chat_ultimate_cannotlearn_btn_0	あら...
dialog_weaponmaster_chat_ultimate_cannotlearn_txt	<color=yellow>ジョリト</color>: 別の<color=#40b843>究極技</color>を教えることはできん。\n
dialog_wouldyourather_1_main_txt	昨日私は友のサンドに尋ねた。<color=red>超でっかい</color><color=#40b843>モスジェリー</color>1匹と、<color=yellow>超ちっこいモスジェリーの大群</color>とだったら、どっちと戦いたいかってさ。\n\n友は<color=red>巨大なモスジェリー</color>と戦いたいと言って譲らず、一方の私は<color=yellow>小さいジェリーの大群</color>と戦うほうに自信を感じた。\n\nそこで私たちは、どちらの意見が正しいか確かめるべく出発した。そして一日が終わる頃、<color=#40b843>モスジェリー</color>とは最初から戦わないほうがマシだということで、ふたりの意見が一致した。\n\n今やふたりとも、風呂に入りたくて仕方がなかった。\n\n<color=#0cffe6> - ダグ・ペリー</color>\n
