abil_skill_acidburstclose_name	Acid Burst
dialog_weaponmaster_chat_spearmasteryintro4_btn_0	I'm ready, teach me <color=#0cffe6>Valkyrie</color>!
dialog_weaponmaster_chat_spearmasteryintro4_txt	<color=yellow>JORITO</color>: I see you have become very skilled in the way of the <color=yellow>Spear</color>. Are you ready to learn its <color=#40b843>Ultimate Technique</color>? Think carefully - you may only learn <color=yellow>one</color> <color=#40b843>Ultimate Technique</color>.\n\nWith <color=#0cffe6>Valkyrie</color>, you will jab enemies in a large cone for heavy damage. Nearby enemies are pushed back, while further enemies are rooted in place.\n
dialog_weaponmaster_chat_spearmasteryintro_btn_0	Learn Skewer (400 JP)
dialog_weaponmaster_chat_spearmasteryintro_txt	<color=yellow>JORITO</color>: The <color=yellow>spear</color> is a mighty and defensive weapon, able to impale enemies at range. Its <color=#40b843>masteries</color> focus on <color=yellow>mid-range attacks</color>.\n\nThe first mastery is <color=#0cffe6>Skewer</color>. Use it to attack a nearby enemy and move it somewhere else.\n\n#cy#Current JP:#ec# #cg#^$getstring:curjp$^#ec#\n
dialog_weaponmaster_chat_staff_mastery_ultimate1_txt	<color=yellow>JORITO</color>: Before you can learn <color=#0cffe6>Manabombs</color>, you must defeat <color=yellow>^tag1^ champions</color> with a <color=yellow>Staff</color> equipped in your main hand. They cannot be <color=#79a2ab>worthless</color>, either.\n\nThus far, you have bested <color=#40b843>^tag2^</color> champions with a <color=yellow>Staff</color>. You must continue practicing.\n
dialog_weaponmaster_chat_staff_mastery_ultimate_ready_btn_0	Learn Manabombs (1000 JP)
dialog_weaponmaster_chat_staff_mastery_ultimate_ready_txt	<color=yellow>JORITO</color>: I see you have defeated <color=yellow>^tag2^ champions</color> with a <color=yellow>Staff</color> equipped. You are ready to learn its <color=#40b843>Ultimate Technique</color>.\n\nAre you <color=yellow>sure</color> this is the <color=#40b843>Ultimate Technique</color> you want to learn? You can <color=red>never learn another.</color>\n\n#cy#Current JP:#ec# #cg#^$getstring:curjp$^#ec#\n
dialog_weaponmaster_chat_staffmasteryintro2_btn_0	Learn Force Resonance (700 JP)
dialog_weaponmaster_chat_staffmasteryintro2_txt	<color=yellow>JORITO</color>: The <color=yellow>staff</color> is the tool of magicians and spellcasters, empowered by Spirit and Discipline, best used to whittle down your foes before they can reach you. Its <color=#40b843>masteries</color> focus on <color=yellow>area attacks</color>, giving you extra options in between your spells.\n\nThe second mastery is <color=#0cffe6>Force Resonance</color>, a passive skill. With this technique, your Spirit Power will rise every time you spend Energy. You must continue using your staff however, or this bonus will disappear.\n\n#cy#Current JP:#ec# #cg#^$getstring:curjp$^#ec#\n
dialog_weaponmaster_chat_staffmasteryintro3_btn_0	Learn Flow Absorber (800 JP)
dialog_weaponmaster_chat_staffmasteryintro3_txt	<color=yellow>JORITO</color>: The <color=yellow>staff</color> is the tool of magicians and spellcasters, empowered by Spirit and Discipline, best used to whittle down your foes before they can reach you. Its <color=#40b843>masteries</color> focus on <color=yellow>area attacks</color>, giving you extra options in between your spells.\n\nThe third mastery is <color=#0cffe6>Flow Absorber</color>, a passive skill. With this technique, you may sometimes absorb elemental damage and convert it into Energy.\n\n#cy#Current JP:#ec# #cg#^$getstring:curjp$^#ec#\n
dialog_weaponmaster_chat_staffmasteryintro4_btn_0	I'm ready, teach me <color=#0cffe6>Manabombs</color>!
dialog_weaponmaster_chat_staffmasteryintro4_txt	<color=yellow>JORITO</color>: I see you have become very skilled in the way of the <color=yellow>Staff</color>. Are you ready to learn its <color=#40b843>Ultimate Technique</color>? Think carefully - you may only learn <color=yellow>one</color> <color=#40b843>Ultimate Technique</color>.\n\nWith <color=#0cffe6>Manabombs</color>, you will create a minefield of explosive traps in a large area. Monsters that step in the traps will take heavy damage based on Spirit Power.\n
dialog_weaponmaster_chat_staffmasteryintro_btn_0	Learn Force Blast (400 JP)
dialog_weaponmaster_chat_staffmasteryintro_txt	<color=yellow>JORITO</color>: The <color=yellow>staff</color> is the tool of magicians and spellcasters, empowered by Spirit and Discipline, best used to whittle down your foes before they can reach you. Its <color=#40b843>masteries</color> focus on <color=yellow>area attacks</color>, giving you extra options in between your spells.\n\nThe first mastery is <color=#0cffe6>Force Blast</color>. Use it to attack grouped-up enemies at range, dealing more damage if you have lower Energy.\n\n#cy#Current JP:#ec# #cg#^$getstring:curjp$^#ec#\n
dialog_weaponmaster_chat_sword_mastery_ultimate1_txt	<color=yellow>JORITO</color>: Before you can learn <color=#0cffe6>Soaring Heaven Slash</color>, you must defeat <color=yellow>^tag1^ champions</color> with a <color=yellow>Sword</color> equipped in your main hand. They cannot be <color=#79a2ab>worthless</color>, either.\n\nThus far, you have bested <color=#40b843>^tag2^</color> champions with a <color=yellow>Sword</color>. You must continue practicing.\n
dialog_weaponmaster_chat_sword_mastery_ultimate_ready_btn_0	Learn Soaring Heaven Slash (1000 JP)
dialog_weaponmaster_chat_sword_mastery_ultimate_ready_txt	<color=yellow>JORITO</color>: I see you have defeated <color=yellow>^tag2^ champions</color> with a <color=yellow>Sword</color> equipped. You are ready to learn its <color=#40b843>Ultimate Technique</color>.\n\nAre you <color=yellow>sure</color> this is the <color=#40b843>Ultimate Technique</color> you want to learn? You can <color=red>never learn another.</color>\n\n#cy#Current JP:#ec# #cg#^$getstring:curjp$^#ec#\n
dialog_weaponmaster_chat_swordmasteryintro2_btn_0	Learn Blinding Parry (700 JP)
dialog_weaponmaster_chat_swordmasteryintro2_txt	<color=yellow>JORITO</color>: The <color=yellow>sword</color> is a well-rounded weapon, useful for both offense and defense. Its <color=#40b843>masteries</color> focus on <color=yellow>attacking and parrying</color>, carving up your enemies while maintaining balance and poise.\n\nThe second mastery is <color=#0cffe6>Blinding Parry</color>, a Passive skill. Armed with this technique, you will <color=yellow>blind</color> enemies when you parry their attacks.\n\n#cy#Current JP:#ec# #cg#^$getstring:curjp$^#ec#\n
dialog_weaponmaster_chat_swordmasteryintro3_btn_0	Learn Deadly Riposte (800 JP)
dialog_weaponmaster_chat_swordmasteryintro3_txt	<color=yellow>JORITO</color>: The <color=yellow>sword</color> is a well-rounded weapon, useful for both offense and defense. Its <color=#40b843>masteries</color> focus on <color=yellow>attacking and parrying</color>, carving up your enemies while maintaining balance and poise.\n\nThe third mastery is <color=#0cffe6>Deadly Riposte</color>, a Passive skill. Armed with this technique, your counter-attacks are <color=#40b843>more powerful</color>.\n\n#cy#Current JP:#ec# #cg#^$getstring:curjp$^#ec#\n
dialog_weaponmaster_chat_swordmasteryintro4_btn_0	I'm ready, teach me <color=#0cffe6>Soaring Heaven Slash</color>!
dialog_weaponmaster_chat_swordmasteryintro4_txt	<color=yellow>JORITO</color>: I see you have become very skilled in the way of the <color=yellow>Sword</color>. Are you ready to learn its <color=#40b843>Ultimate Technique</color>? Think carefully - you may only learn <color=yellow>one</color> <color=#40b843>Ultimate Technique</color>.\n\nWith <color=#0cffe6>Soaring Heaven Slash</color>, you can dash across the battlefield, raising your Parry to its limit for a brief time. Any enemies nearby your dash will be severely injured one turn later.\n
dialog_weaponmaster_chat_swordmasteryintro_btn_0	Learn Cross Slash (400 JP)
dialog_weaponmaster_chat_swordmasteryintro_txt	<color=yellow>JORITO</color>: The <color=yellow>sword</color> is a well-rounded weapon, useful for both offense and defense. Its <color=#40b843>masteries</color> focus on <color=yellow>attacking and parrying</color>, carving up your enemies while maintaining balance and poise.\n\nThe first mastery is <color=#0cffe6>Cross Slash</color>. Use it to attack up to 4 nearby enemies, increasing your Parry chance with each enemy struck.\n\n#cy#Current JP:#ec# #cg#^$getstring:curjp$^#ec#\n
dialog_weaponmaster_chat_tryjobtrial_btn_1	What else should I know before starting?
dialog_weaponmaster_chat_tryjobtrial_inprogress_txt	<color=yellow>JORITO</color>: Your <color=#40b843>^$getstring:playerjob$^ Job Emblem</color> has reached <color=yellow>Tier ^$getstring:emblemtier$^</color>. You may undertake the next trial to upgrade it further, at the cost of <color=#40b843>^$getstring:emblemjpcost$^</color> JP. You will be healed to full before it begins.\n\nDuring the <color=#40b843>Trial</color>, you <color=red>may not</color> use any abilities learned from other jobs. You must first <color=yellow>unequip passives</color> and Masteries that do not belong to <color=#40b843>^$getstring:playerjob$^</color>.\n\nYou will be given a <color=yellow>small Flask</color> and you may only use <color=yellow>a small number</color> of consumable items.\n
dialog_weaponmaster_chat_tryjobtrial_maxed_txt	<color=yellow>JORITO</color>: You have attained <color=yellow>true mastery</color> of your Job. You may switch to another Job and try its trials, but I have nothing more to teach you in this one.\n
dialog_weaponmaster_chat_tryjobtrial_txt	<color=yellow>JORITO</color>: To earn your <color=#40b843>^$getstring:playerjob$^ Job Emblem</color>, you must attempt the first <color=yellow>Job Trial</color>. For that, you must pay <color=#40b843>^$getstring:emblemjpcost$^</color> JP. You will be healed to full before it begins.\n\nDuring the <color=#40b843>Trial</color>, you <color=red>may not</color> use any abilities learned from other jobs. You must first <color=yellow>unequip passives</color> and Masteries that do not belong to <color=#40b843>^$getstring:playerjob$^</color>.\n\nIf you have a <color=yellow>corral pet</color>, that pet must be left in the corral.\n\nYou will be given a <color=yellow>small Flask</color> and you may only use <color=yellow>a small number</color> of consumable items.\n
dialog_weaponmaster_chat_ultimate_cannotlearn_btn_0	Oh...
dialog_weaponmaster_chat_ultimate_cannotlearn_txt	<color=yellow>JORITO</color>: I cannot teach you another <color=#40b843>Ultimate Technique</color>.\n
dialog_wouldyourather_1_main_txt	Yesterday, I asked my friend Sando if he would rather fight one <color=red>extremely large</color> <color=#40b843>Moss Jelly</color>, or a <color=yellow>whole bunch of tiny ones</color>.\n\nHe insisted that he would prefer to do battle with the <color=red>large one</color>, while I felt confident I could handle the <color=yellow>tiny ones</color>.\n\nThus, we set out to prove which opinion was more correct. At the end of the day, we came to an agreement that we would both prefer not fighting <color=#40b843>Moss Jellies</color> at all.\n\nWe are now in desperate need of a bath.\n\n<color=#0cffe6> - Douge Pery</color>\n
difficulty_0	Worthless
difficulty_1	Trivial
difficulty_10	IMPOSSIBLE
difficulty_2	Very Easy
difficulty_3	Easy
difficulty_4	Below Average
difficulty_4_soft	Easier
difficulty_5	Average
difficulty_6	Tricky
difficulty_7	Hard
difficulty_8	Very Hard
difficulty_9	Impossible
difficulty_mode_savage	Savage World
difficulty_mode_savage_desc_part1	#big#Welcome to the Jungle#endbig#\n\nIn #cr#Savage World#ec#, you will face Tangledeep's greatest challenges, going beyond even the daunting #cy#NEW GAME+#ec# mode!\n\nRead carefully, or your defeat is assured...\n\n
difficulty_mode_savage_desc_part2	In #cr#Savage World#ec#, monsters will be #cr#tougher#ec# and more #cy#numerous#ec#, with reduced skill cooldowns, higher stats, deadlier skills, and better AI. Non-damaging status effects like Stun, Paralysis, and Sealed will also wear off sooner.\n\n#cg#Powerups#ec# will drop even less frequently, and heal you for less, while any bonus #cy#CT gain#ec# will be reduced.\n\nUsing #cy#items#ec# will now cost all of your CT (unless the item #cy#grants#ec# CT), and #cy#parrying#ec# no longer blocks all damage.\n\nLastly, all boss fights now have additional enemies!\n\n
difficulty_mode_savage_desc_part3	However, if you can brave these challenges, there are #cg#rewards#ec# beyond self-achievement and pride!\n\n#cy#Loot quality#ec# is further increased throughout the dungeon, with even higher #co#Legendary#ec# and #cg#Set Item#ec# drop rates. You will also find more #cy#Orbs of Reverie#ec#.\n\nJorito will be able to teach you another #cy#Weapon Mastery#ec# (if you earn it), and most importantly...\n\nEquipment can now be upgraded further in the Dreamcaster!\n\n
dirtbeak_gains_rp	<color=yellow>Duke Dirtbeak</color> gained <color=yellow>1000</color> RP!
dlcname_expansion1	Legend of Shara
dlcname_expansion2	Dawn of Dragons
dmg_up_nomove	^number1^ damage output per stack. Disappears upon moving.
dmg_words_bite_1	bites
dmg_words_bite_10	nibbles at
dmg_words_bite_2	chomps
dmg_words_bite_3	gnashes
dmg_words_bite_4	chews
dmg_words_bite_5	snaps at
dmg_words_bite_6	gnaws
dmg_words_bite_7	munches
dmg_words_bite_8	snacks upon
dmg_words_bite_9	gnoshes
dmg_words_blunt_1	pummels
dmg_words_blunt_2	crushes
dmg_words_blunt_3	bludgeons
dmg_words_blunt_4	smashes
dmg_words_blunt_5	bashes
dmg_words_blunt_6	pulverizes
dmg_words_blunt_7	pounds
dmg_words_fire_1	cooked
dmg_words_fire_2	singed
dmg_words_fire_3	burned
dmg_words_fire_4	crisped
dmg_words_fire_5	charred
dmg_words_fire_6	roasted
dmg_words_lightning_1	shocked
dmg_words_lightning_2	zapped
dmg_words_lightning_3	jolted
dmg_words_physical_1	bruised
dmg_words_physical_2	crushed
dmg_words_physical_3	pulverized
dmg_words_physical_4	smashed
dmg_words_physical_5	chopped
dmg_words_physical_6	braised
dmg_words_physical_7	mauled
dmg_words_pierce_1	perforates
dmg_words_pierce_2	jabs
dmg_words_pierce_3	impales
dmg_words_pierce_4	pierces
dmg_words_pierce_5	skewers
dmg_words_pierce_6	spikes
dmg_words_poison_1	acidified
dmg_words_poison_2	dissolved
dmg_words_poison_3	venomized
dmg_words_poison_4	poisoned
dmg_words_shadow_1	blackened
dmg_words_shadow_2	scared
dmg_words_shadow_3	haunted
dmg_words_shadow_4	spooked
dmg_words_slash_1	slashes
dmg_words_slash_2	slices
